,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
5856, on 12/26/17 07:23 AM (PST),Isaac ,2015 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),"Great gas saver, bad everything else."," I own a 2015 Versa Note and I’ve had nothing but trouble with this car. The battery died at 40k miles, I have to replace all the suspension bushings at 60k. The suspension on the vehicle is very stiff. The amount of horsepower/torque is the equivalent of a 80’s Honda CRX, but in a car twice it’s size and almost thirty years newer. It drops in speed with the pedal to the floor up a slight incline.",2
5857, on 11/19/17 21:48 PM (PST),iconiy ,2015 Nissan Versa Note Hatchback 1.6 SR 4dr Hatchback (1.6L 4cyl CVT),Good little car with some big flaws!," The versa note I had was a good little car. However, it had some very obnoxious flaws that made me just not enjoy driving it. Being that it is one of nissans cheapest cars, (although with all of the features I had, I could have bought an altima...) it is made of very cheap materials. After just a year of having the car, any bump and you would hear all the plastics on the interior rattle and shake. It got to the point where the whole car felt like it was shaking apart. Another issue I had with it is, whenever it would rain outside, the back windows would steam up, and there was nothing I could do to stop it. I could run the A/C, which would tank the gas mileage and what little power the car had. Or I would just lose all visibility out of the car. While the car got ok mileage (do not believe what the cars computer tells you, it is usually about 6 mpg less then what it shows), it just had no power, so if you had to go up hills you would lose all your mileage.",2
5858, on 10/31/17 19:46 PM (PDT),Diane D ,2015 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),I LOVE MY LITTLE BLUE CAR !!," It's a 4 cylinder low weight car. It's not a truck, SUV, or Corvette. It's a fabulous car with great gas mileage. Fun little tool around driving car. I've had it for 4 weeks and I love it. I am 5'8"", it's comfy has all the room I need. I can't wait to take it on a road trip form SC to VA soon!",5
5859, on 09/29/17 20:40 PM (PDT),Preston Conner ,2015 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),2015 Versa Note, Purchased from Hertz Sales in early 2017. @70 miles now.  Great on a road trip from Mesa As to Southern Louisiana.  Did well 75 MPH+ !! @33 MPG. Recent issue with motor mounts and other engine supports. Haven't spoken to the dealer/Nissan customer care yet.  Any feedback appreciated. ,4
5860, on 09/20/17 12:11 PM (PDT),Chase M ,2015 Nissan Versa Note Hatchback 1.6 S Plus 4dr Hatchback (1.6L 4cyl CVT),V-Note Nation," This little car does it all! It is a comfortable ride, in the front as well as the rear seats. It handles extremely well in wet conditions. It does pretty good in the snow too (as good as a front wheel car could do). I have 50,000 miles on her so far. I have the S-Plus model. My only real complaint would be the slow acceleration, its quite difficult to merge onto roads that have short entrance ramps, this also makes it difficult to quickly navigate from dangerous situations. My other complaint would be the quality of interior door materials.. one of my window crank handles has already fallen off and is not covered by the warranty. Other than what I've already said, I am completely in love with my car.",5
5861, on 08/26/17 23:53 PM (PDT),timothy edmunds ,2015 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),2015 nissan," transmission shudder at 60,000 miles brakes went out at 25000 problem with lights on dashboard",1
5862, on 06/05/17 17:51 PM (PDT),C ,2015 Nissan Versa Note Hatchback 1.6 SL 4dr Hatchback (1.6L 4cyl CVT),Ooo," I've owned 3 Nissans. 2 we've still got. Great vehicles. However the Versa has been one of the worst driing cars. It's laborious to drive long distance (a good in town car). In the rain, storms and even just during by large trucks it's a task to keep it in the road lanes, especially after 8-10 hours of driving or thru a 3 hour storm of heavy rain. And it seems every time I rent a car I get one....",1
5863, on 04/30/17 03:37 AM (PDT),Leo M. Gates ,2015 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),Top Choice," It's been a year now.  I have no complaints. I realize using premium fuel solves the complaint of the Versa Note not having enough freeway pep for passing or pulling out.   I researched whether it had a timing belt or chain.  It has a chain.  Since I'm over sixty I thought twice about buying a stick shift (always my preference) but you never know when I'll have an injury.  With the CVT I need only 1 foot to drive.   The space is generous, the gas mileage is impressive (Avg 33 combined city/hwy).  I am happy with my purchase (Certified Pre-Owned).  I love the back-lit controls and the logical location of the controls.  The one little thing I do miss is the access handle above the drivers door. It's my mini-SUV.  I would recommend it to anyone.",5
5864, on 04/01/17 04:29 AM (PDT),Jeff Smith ,2015 Nissan Versa Note Hatchback 1.6 SL 4dr Hatchback (1.6L 4cyl CVT),Great Commuter Car," Second one we've had; our daughter was rear-ended in first one and while the car was totaled, she didn't have a scratch.  Great for around town/commuting.  Went in to buy a base version and this one was loaded with everything and had been used as a loaner vehicle for the service dept and they practically gave it to us.  I considered it a disposable car, but love it and drive it more than our big SUV and Mustang.  A bit noisy with just adequate acceleration, it fits anywhere you want to park it and is pretty nimble sneaking thru narrow & tight spots.  And it's so small, there's plenty of room in garage to walk around it.  We haul old ladies to church in the back seats; amazing room and super easy to get in and out of the car; they love it (maybe because of the spoiler and the looks).  Smartest car purchase we have ever made.",5
5865, on 03/24/17 09:20 AM (PDT),Carlos P ,2015 Nissan Versa Note Hatchback 1.6 S Plus 4dr Hatchback (1.6L 4cyl CVT),Great warrior car with outstanding MPG," I got this car in May 2015 with only 2500 miles on it, now after 11 months and 13,000 more miles it is running great, the CVT has given or I get used to it but now it goes more on my rhythm. The MPG 40 - 43 average mainly in 55 highway. Interior room is great for 4 person and even 5 is acceptable (3 adults and 2 kids on their car seat) cargo area is OK and if you need to get something bulky from Walmart, Lowe's or Home depot you very easily can put down the rear seats and the space is comparable to a small SUV (I have carried 2 mid-size baggage, a stroller and  my son's bike). Handling is really firm and enjoyable, we have a lot of rain and windy days in this area and even driving to 70 you feel the control of vehicle, it goes very good on snow as well. I cannot comply, maybe the plastics and interior materials are not the best quality but they have resisted the attacks of my two children very firmly. When I took it to the dealer for service is just great to only pay $35 and not $50 like in other cars/brands. Controls on steering wheel are easy and handy. This is a really good car, if you are looking for a money saver but tough car to resist your hard driving do not doubt as the Versa Note is your best call.                                                                                                                                  Pros: MPG, maintenance cost, road noise and driving                                                                                                                                                                                         Cons: The only thing specially on those very cold days in January when is 20 or lower is that you will need about 5-10 minutes to warm it up",5
5866, on 02/08/17 21:28 PM (PST),Tracy Andrew ,2015 Nissan Versa Note Hatchback 1.6 SR 4dr Hatchback (1.6L 4cyl CVT),"Review, but non-sale"," Here is my review, while unfortunately my sale did not go through due to my financing. I use my auto for puttering around town, to work, to store, etc. I really liked this one...I went to 2 different dealers. I have a 2013 Toyota Yaris, which I am very happy with. I was shopping due to my desire to have more details on the dash than I presently have.  I was specifically seeking a light or reminder on the dash to remind me to turn off the lights, or headlights. I tested the 2015 Versa SR, the 2017 Versa Note Sr & SL. Both gave me good acceleration compared to the Yaris. The new technology has the USB placement in a more ideal place, not hidden away or hard to reach. The car has 4 cup holders.  The seating was fine, I don't ride in long trips often with exterior room. Overall, I would get this car, maybe not new but used. I do not feel vehicles need to be 20K dollars. That's all.",4
